title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Hannah Montana,DS,Action,Buena Vista,DC Studios,6.May,Feb.65,Jan.59,,0.8,0.26,10.10.2006,
Medal of Honor,X360,Shooter,Electronic Arts,EA Los Angeles,7.Mar,Feb.64,Jan.58,0.04,0.8,0.22,12.10.2010,
NBA 2K12,X360,Sports,2K Sports,Visual Concepts,9.Jan,Feb.64,Feb.32,0.01,0.14,0.17,4.10.2011,
Midnight Club: Street Racing,PS2,Racing,Rockstar Games,Angel Studios,,Feb.63,2,0.02,0.47,0.14,25.10.2000,
NBA 2K19,PS4,Sports,2K Sports,Visual Concepts,,Feb.63,Jan.69,0.03,0.44,0.47,11.9.2018,26.9.2018
NBA 2K13,PS3,Sports,2K Sports,Visual Concepts,8.Sep,Feb.63,Jan.74,0.05,0.46,0.39,2.10.2012,4.1.2018
FIFA Soccer 10,X360,Sports,EA Sports,EA Canada,8.Sep,Feb.62,0.6,0.01,Jan.79,0.23,20.10.2009,
ESPN NFL 2K5,PS2,Sports,Sega,Visual Concepts,,Feb.62,Feb.15,,0.12,0.36,20.7.2004,
Madden NFL 18,PS4,Sports,EA Sports,EA Tiburon,8.Feb,Feb.62,Jan.73,,0.42,0.47,25.8.2017,3.4.2018
LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,SCEE Cambridge,8.Aug,Feb.61,0.65,0.01,Jan.27,0.68,17.11.2009,3.12.2018
Harry Potter and the Chamber of Secrets,PS2,Adventure,Electronic Arts,Eurocom Entertainment Software,,Feb.61,0.9,0.04,Jan.22,0.44,14.11.2002,
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,Rockstar North,9,2.Jun,1.Aug,0.03,Jan.22,0.27,29.10.2009,
Streets of Rage,GEN,Action,Sega,Sega,,2.Jun,Jan.86,0.11,0.55,0.08,31.12.1990,
FIFA Soccer 09,PS3,Sports,Electronic Arts,EA Canada,8.Jun,Feb.59,0.49,0.04,Jan.63,0.43,14.10.2008,
NBA Live 2005,PS2,Sports,EA Sports,EA Canada,,Feb.59,2.Mar,,0.21,0.35,28.9.2004,
Tom Clancy's The Division,XOne,Shooter,Ubisoft,Massive Entertainment,,Feb.59,Jan.54,,0.82,0.24,8.3.2016,4.5.2018
LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,Traveller's Tales,,Feb.59,Jan.53,,0.83,0.24,6.11.2007,
WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,Yuke's,8,Feb.58,1.Apr,0.03,0.88,0.26,14.11.2006,
Skylanders Giants,Wii,Misc,Activision,Toys for Bob,,Feb.58,Jan.49,,0.86,0.23,21.10.2012,16.1.2018
Madden NFL 08,PS2,Sports,EA Sports,EA Tiburon,,Feb.57,Feb.14,,0.08,0.35,14.8.2007,
NBA 2K14,X360,Sports,2K Sports,Visual Concepts,,Feb.57,2.Nov,0,0.19,0.27,11.10.2013,5.1.2018
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,BioWare Edmonton,8.May,Feb.56,Jan.76,0.03,0.55,0.22,3.11.2009,
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,Camelot Software Planning,,Feb.56,0.26,Feb.13,0.17,,5.5.1998,
FIFA 16,PS3,Sports,EA Sports,EA Canada,9,Feb.55,0.43,0.05,Jan.68,0.38,22.9.2015,1.4.2018
Madden NFL 09,X360,Sports,EA Sports,EA Tiburon,8.May,Feb.54,Feb.21,,0.12,0.2,12.8.2008,
Crazy Taxi,PS2,Racing,Acclaim Entertainment,Hitmaker,8.Feb,Feb.52,Jan.13,0.06,1.Dec,0.22,14.5.2001,
Tomb Raider (2013),PS3,Action,Square Enix,Crystal Dynamics,8.Sep,Feb.51,0.6,0.08,Jan.45,0.38,5.3.2013,6.1.2018
Midnight Club: Los Angeles,PS3,Racing,Rockstar Games,Rockstar San Diego,8.Mar,2.May,Jan.59,0.05,0.54,0.33,20.10.2008,
PES 2009: Pro Evolution Soccer,PS2,Sports,Konami,Konami,,2.May,0.13,0.26,0.07,2.May,11.11.2008,
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,Raven Software,8.Mar,2.May,Feb.29,,0.02,0.19,24.10.2006,
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,Rockstar North,9.Aug,Feb.49,Jan.84,,0.56,0.09,31.10.2003,
Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,Midway,8.Feb,Feb.49,Jan.81,,0.52,0.15,16.11.2002,
Game Party,Wii,Misc,Midway Games,JGI Entertainment,2.Jun,Feb.49,Jan.47,,0.77,0.24,27.11.2007,
NBA 2K15,PS4,Sports,2K Sports,Visual Concepts,,Feb.49,Jan.49,0.01,0.55,0.44,7.10.2014,4.1.2018
Saints Row: The Third,PS3,Action,THQ,Volition Inc.,8.Mar,Feb.48,0.86,0.18,1.Jun,0.37,15.11.2011,
Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,Core Design Ltd.,,Feb.48,Jan.15,0.06,Jan.14,0.13,22.11.1999,
Madden NFL 16,XOne,Sports,EA Sports,EA Tiburon,8.Apr,Feb.47,Feb.13,,0.08,0.26,25.8.2015,31.3.2018
Rock Band,X360,Misc,MTV Games,Harmonix Music Systems,9.Jan,Feb.47,Jan.93,,0.33,0.21,20.11.2007,
Assassin's Creed Origins,XOne,Action,Ubisoft,Ubisoft Montreal,,Feb.47,Jan.34,,0.92,0.22,27.10.2017,10.1.2018
Minecraft,PSV,Misc,Sony Computer Entertainment America,4J Studios,,Feb.47,0.22,Jan.25,0.73,0.27,11.11.2014,5.8.2018
Pure,X360,Racing,Disney Interactive Studios,Black Rock Studio,8.Mar,Feb.47,Jan.38,0,0.84,0.25,16.9.2008,
LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive,Traveller's Tales,7.Sep,Feb.45,Jan.29,,0.94,0.22,29.6.2010,1.12.2018
Dying Light,PS4,Action,Warner Bros. Interactive,Techland,,Feb.45,Jan.18,0.13,0.74,0.4,27.1.2015,4.5.2018
Madden NFL 17,XOne,Sports,EA Sports,EA Tiburon,8.Jan,Feb.44,Feb.14,,0.04,0.26,23.8.2016,1.4.2018
Twisted Metal 2,PS,Racing,Sony Computer Entertainment,SingleTrac,8.Jul,Feb.44,2.Dec,,0.25,0.07,31.10.1996,
uDraw Studio,Wii,Misc,THQ,Pipeworks Software, Inc.,,Feb.44,Jan.65,,0.58,0.21,14.11.2010,
The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,Maxis,,Feb.43,1.Jul,,Jan.19,0.18,15.12.2003,
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,Ubisoft Montreal,8.Feb,Feb.42,Jan.56,0.02,0.61,0.23,18.3.2008,
Sonic Adventure,DC,Platform,Sega,Sonic Team,8.Sep,Feb.42,Jan.26,0.46,0.61,0.08,9.9.1999,
Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,EA Black Box,7.Apr,Feb.42,0.87,,0.97,0.58,31.10.2006,
Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Studios,343 Industries,8,Feb.41,Jan.44,0.04,0.71,0.22,15.11.2011,
Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,Frontier Developments,8.May,Feb.41,Jan.73,0.02,0.43,0.23,15.11.2011,29.9.2018
Need for Speed: ProStreet,PS2,Racing,Electronic Arts,EA Black Box,,Feb.41,0.69,0.04,0,Jan.68,13.11.2007,
Pro Evolution Soccer 2011,PS3,Sports,Konami,Konami,6,Feb.41,0.29,0.54,Jan.18,0.41,5.10.2010,
NBA 2K16,XOne,Sports,2K Sports,Visual Concepts,8.Mar,Feb.41,2.Jan,,0.15,0.25,29.9.2015,28.3.2018
ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment,Rainbow Studios,8.Apr,Feb.41,2.Jul,,0.26,0.08,5.2.2001,
Forza Motorsport 5,XOne,Racing,Microsoft Studios,Turn 10 Studios,,2.Apr,Jan.28,0.01,0.9,0.21,22.11.2013,15.1.2018
Batman: Arkham Origins,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,2.Apr,1.Aug,0.04,0.88,0.4,25.10.2013,13.4.2018
Midnight Club: Los Angeles,X360,Racing,Rockstar Games,Rockstar San Diego,8,2.Apr,Jan.72,0.01,0.45,0.22,20.10.2008,
Tetris Plus,PS,Puzzle,Jaleco,Atlus Co.,,2.Apr,2.Jan,,0.24,0.07,18.10.1996,
Madden NFL 11,PS3,Sports,EA Sports,EA Tiburon,8.Apr,2.Apr,2.May,,0.15,0.2,10.8.2010,
Theme Hospital,PC,Strategy,Electronic Arts,Bullfrog Productions,5.May,2.Apr,2.Mar,,0.1,,31.3.1997,
Zumba Fitness,X360,Sports,Majesco,Pipeworks Software, Inc.,,Feb.39,Jan.74,,0.45,0.2,18.11.2010,
Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami,Konami,6.Jul,Feb.39,Feb.15,,0.18,0.07,24.10.2001,
Monopoly,PC,Misc,Hasbro Interactive,Unknown,,Feb.39,Jan.49,,0.81,0.1,1.1.1995,
Mortal Kombat II (US & Others sales),GEN,Fighting,Acclaim Entertainment,Probe Entertainment Limited,,Feb.39,Jan.78,,0.53,0.08,1.1.1994,
Dead Island,X360,Action,Deep Silver,Techland,7,Feb.38,Jan.48,,0.7,0.21,6.9.2011,
WCW/nWo Revenge,N64,Fighting,THQ,Aki Corp.,,Feb.38,Jan.94,0.03,0.39,0.02,26.10.1998,
The Incredibles,PS2,Action,THQ,Heavy Iron Studios,5.Sep,Feb.37,0.96,0.04,1.Aug,0.3,31.10.2004,
Madden NFL 10,PS3,Sports,EA Sports,EA Tiburon,8.May,Feb.37,2.Mar,,0.13,0.21,14.8.2009,
Madden NFL 08,X360,Sports,EA Sports,EA Tiburon,8.Jul,Feb.37,Feb.18,,0.01,0.18,14.8.2007,
Tony Hawk's Underground 2,PS2,Sports,Activision,Neversoft Entertainment,,Feb.37,Jan.25,0.01,0.86,0.26,4.10.2004,
Sonic's Ultimate Genesis Collection,PS3,Misc,Sega,Backbone Entertainment,8.Jan,Feb.36,Jan.39,,0.64,0.33,10.2.2009,
Destiny 2,XOne,Shooter,Activision,Bungie,,Feb.35,Jan.66,,0.47,0.23,6.9.2017,20.4.2018
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,Traveller's Tales,7.Aug,Feb.35,Jan.51,,0.62,0.22,3.6.2008,
Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,Feb.34,Jan.26,,0.87,0.21,22.10.2013,1.12.2018
WWE SmackDown vs Raw 2008,PS2,Fighting,THQ,Yuke's Media Creations,,Feb.34,0.92,0.01,0,Jan.41,13.11.2007,
Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,BioWare Edmonton,8.Jun,Feb.34,1.Jul,0.08,0.8,0.38,18.11.2014,5.1.2019
Kinect Sports: Season Two,X360,Sports,Microsoft Studios,Rare Ltd.,6.Jun,Feb.33,Jan.38,0.02,0.72,0.21,25.10.2011,
Madden NFL 25,X360,Sports,EA Sports,EA Tiburon,7.Aug,Feb.33,2.Feb,,0.07,0.25,27.8.2013,6.1.2018
Grand Theft Auto,PS,Action,Take-Two Interactive,DMA Design,6,Feb.32,0.79,0.04,Jan.35,0.14,30.6.1998,
My Fitness Coach,Wii,Sports,Ubisoft,Ubisoft,7.Jan,Feb.32,Jan.18,,0.9,0.24,2.12.2008,
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,Ubisoft Montreal,8.Mar,Feb.32,Jan.51,,0.59,0.22,22.11.2013,14.3.2018
Cool Boarders 3,PS,Sports,989 Studios,Idol Minds Digital Entertainment,,Feb.31,Jan.65,0.1,0.46,0.1,28.10.1998,
Need for Speed: High Stakes,PS,Racing,Electronic Arts,EA Canada,,Feb.31,Jan.58,,0.64,0.09,1.3.1999,
The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8,Feb.31,Jan.28,0,0.82,0.2,26.10.2010,
LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,Traveller's Tales,8,Feb.31,1.Feb,,0.93,0.36,6.11.2007,
James Bond 007: Everything or Nothing,PS2,Shooter,Electronic Arts,EA Redwood Shores,,Feb.31,0.85,0.09,1.Jun,0.32,17.2.2004,
Dead Island,PS3,Action,Deep Silver,Techland,6.Jul,Feb.29,1.Aug,0.15,0.74,0.32,6.9.2011,
Tomb Raider II,PC,Adventure,Eidos Interactive,Core Design Ltd.,8.Feb,Feb.29,0.91,,Jan.25,0.13,31.10.1997,
LEGO Harry Potter: Years 1-4,DS,Adventure,Warner Bros. Interactive,Traveller's Tales,8,Feb.29,1.Jul,,1,0.22,29.6.2010,1.12.2018
Pro Evolution Soccer 2010,PS3,Sports,Konami,Konami,7,Feb.28,0.3,0.46,Jan.27,0.26,3.11.2009,
Need for Speed Underground 2,XB,Racing,Electronic Arts,EA Black Box,8,Feb.28,Jan.38,,0.8,0.1,15.11.2004,
FIFA Soccer 09,PS2,Sports,Electronic Arts,EA Canada,,Feb.28,0.38,0.01,0.07,Jan.82,14.10.2008,
Madden NFL 12,PS3,Sports,EA Sports,EA Tiburon,7.Aug,Feb.27,Jan.93,,0.15,0.18,30.8.2011,
Star Wars Battlefront II (US sales),PS2,Shooter,LucasArts,Pandemic Studios,,Feb.27,Feb.18,,0.07,0.02,1.11.2005,
Borderlands 2,PS3,Shooter,2K Games,Gearbox Software,,Feb.27,1.Jun,0.1,0.75,0.36,18.9.2012,
No Man's Sky,PS4,Action-Adventure,Hello Games,Hello Games,6.Aug,Feb.26,0.89,0.04,0.97,0.37,9.8.2016,4.4.2018
Madden NFL 15,PS4,Sports,EA Sports,EA Tiburon,,Feb.25,Jan.58,,0.25,0.41,26.8.2014,4.1.2018
Guitar Hero III: Legends of Rock,PS3,Misc,RedOctane,Neversoft,8.Feb,Feb.25,1.Apr,0.02,0.53,0.3,28.10.2007,
Just Dance Kids,Wii,Misc,Ubisoft,Ubisoft Paris,,Feb.25,Jan.52,,0.54,0.19,9.11.2010,
Cool Boarders 2,PS,Sports,Sony Computer Entertainment,UEP Systems,,Feb.25,Jan.52,0.2,0.46,0.08,31.10.1997,
Sonic Advance,GBA,Platform,Sega,Dimps Corporation / Sonic Team,,Feb.24,Jan.19,0.22,0.71,0.13,4.2.2002,
Call of Duty 3,Wii,Shooter,Activision,EXAKT Entertainment,6.Aug,Feb.24,Jan.17,,0.84,0.23,14.11.2006,
Dance Dance Revolution X2,PS2,Simulation,Konami,Konami Computer Entertainment Tokyo,,Feb.23,1.Sep,,0.85,0.28,27.10.2009,
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,Ultra Games,Konami,,Feb.23,Jan.74,0.21,0.25,0.03,1.12.1990,
Spyro: Season of Ice,GBA,Platform,Vivendi Games,Digital Eclipse,,Feb.23,Jan.29,,0.83,0.11,29.10.2001,
Prince of Persia: The Sands of Time,PS2,Adventure,Ubisoft,Ubisoft Montreal,9,Feb.22,0.88,,1.Mar,0.31,6.11.2003,
FIFA 19,XOne,Sports,Electronic Arts,EA Sports,,Feb.22,0.56,,1.May,0.16,28.9.2018,12.9.2018
Battlefield V,PS4,Shooter,Electronic Arts,EA DICE,,Feb.22,0.8,0.16,0.93,0.34,20.11.2018,19.12.2018
Star Wars: The Force Unleashed,PS3,Action,LucasArts,LucasArts,6.Aug,Feb.22,1.Jan,,0.86,0.35,16.9.2008,
NBA 2K14,PS3,Sports,2K Sports,Visual Concepts,,Feb.22,Jan.45,0.04,0.34,0.39,1.10.2013,5.1.2018
Guitar Hero II,X360,Misc,RedOctane,Harmonix Music Systems,9.Feb,Feb.21,2.Jan,,0.02,0.17,3.4.2007,
Madden NFL 19,PS4,Sports,EA Sports,EA Tiburon,,Feb.21,Jan.63,,0.18,0.41,10.8.2018,27.2.2018
Rock Band 2,X360,Misc,MTV Games,Harmonix Music Systems,9.Feb,2.Feb,Jan.78,,0.24,0.18,14.9.2008,
LEGO Indiana Jones: The Original Adventures,DS,Adventure,LucasArts,Traveller's Tales,,2.Feb,1.Apr,,0.6,0.21,3.6.2008,
Need for Speed: Hot Pursuit,X360,Racing,Electronic Arts,Criterion Games,8.Aug,2.Feb,1.Mar,0,0.96,0.21,16.11.2010,
BioShock 2,X360,Shooter,2K Games,2K Marin,8.Jun,2.Feb,Jan.45,0.02,0.54,0.2,9.2.2010,
R.B.I. Baseball,NES,Sports,Tengen,Namco,,2.Feb,0.15,2.May,,,1.1.1988,
High School Musical: Makin' the Cut!,DS,Puzzle,Disney Interactive Studios,Artificial Mind and Movement,7.Mar,2.Feb,1.Jun,,0.9,0.23,14.8.2007,
FIFA 15,XOne,Sports,EA Sports,EA Canada,7.Sep,Feb.19,0.64,,Jan.39,0.16,23.9.2014,23.3.2018
Skylanders SWAP Force,Wii,Platform,Activision,Beenox,,Feb.19,Jan.23,,0.77,0.19,13.10.2013,16.1.2018
Pro Evolution Soccer 2012,PS3,Sports,Konami,Konami,7.May,Feb.19,0.34,0.55,0.97,0.32,27.9.2011,
Star Wars: Knights of the Old Republic,XB,Role-Playing,LucasArts,BioWare Corp.,9.Apr,Feb.19,Jan.68,,0.44,0.08,17.7.2003,
Final Fantasy XIII,X360,Role-Playing,Square Enix,Square Enix,8.Jan,Feb.19,1.Mar,0.01,0.67,0.21,9.3.2010,
Destiny: The Taken King,PS4,Shooter,Activision,Bungie,,Feb.18,0.97,0.05,0.8,0.36,15.9.2015,20.4.2018
Need for Speed: Payback,PS4,Racing,Electronic Arts,Ghost Games,5.Aug,Feb.18,0.62,0.04,Jan.18,0.34,10.11.2017,4.4.2018
ATV Offroad Fury 2,PS2,Racing,Sony Computer Entertainment,Rainbow Studios,8.Jul,Feb.18,Jan.92,,0.2,0.06,9.11.2002,
Need for Speed Rivals,PS4,Racing,Electronic Arts,Ghost Games,,Feb.17,0.75,0.03,1.Apr,0.35,15.11.2013,16.1.2018
PlayerUnknown's Battlegrounds,XOne,Shooter,Microsoft Studios,PUBG Corporation,,Feb.17,Jan.29,,0.69,0.2,12.12.2017,16.1.2018
Spyro Reignited Trilogy,PS4,Platform,Activision,Toys for Bob,,Feb.17,0.75,,1.Jul,0.35,13.11.2018,8.4.2018
Your Shape featuring Jenny McCarthy,Wii,Sports,Ubisoft,Ubisoft,6,Feb.16,1.May,,0.46,0.19,24.11.2009,
The Sims: House Party,PC,Simulation,Maxis,Maxis,,Feb.16,Jan.23,,0.83,0.1,26.3.2001,
PlayStation VR Worlds,PS4,Misc,Sony Interactive Entertainment,SIE London Studio,,Feb.16,0.36,0.09,1.Apr,0.32,13.10.2016,6.4.2018
Syphon Filter 2,PS,Shooter,989 Studios,Eidetic,,Feb.15,1.May,0.02,0.55,0.08,29.2.2000,
Battlefield: Hardline,PS4,Shooter,Electronic Arts,EA DICE,,Feb.15,0.72,0.14,0.97,0.33,17.3.2015,11.4.2018
Call of Duty: Roads to Victory,PSP,Shooter,Activision,Amaze Entertainment,6.Jan,Feb.14,0.52,,1.Mar,0.59,13.3.2007,
SimCity 2000,PC,Simulation,Maxis,Maxis,8,Feb.14,1.Feb,,0.84,0.1,1.1.1993,
NBA 2K12,PS3,Sports,2K Sports,Visual Concepts,9,Feb.13,Jan.62,0.05,0.27,0.18,4.10.2011,
Dance Dance Revolution Extreme,PS2,Simulation,Konami,Konami Computer Entertainment Tokyo,,Feb.13,1.Apr,,0.81,0.27,21.9.2004,
Demon Attack,2600,Shooter,Imagic,Imagic,,Feb.13,Jan.99,,0.12,0.02,1.1.1982,
Borderlands,PS3,Shooter,2K Games,Gearbox Software,8.Feb,2.Dec,Jan.22,,0.61,0.29,20.10.2009,
Mortal Kombat (2011),X360,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.Jun,2.Dec,Jan.64,,0.31,0.17,19.4.2011,6.1.2018
Tony Hawk's Pro Skater,N64,Sports,Activision,Edge of Reality,9.Mar,2.Nov,Jan.68,,0.4,0.03,29.2.2000,
Need for Speed: Hot Pursuit 2,PS2,Racing,Electronic Arts,EA Seattle,8.Jul,2.Nov,Jan.68,0.02,0.31,0.09,1.10.2002,
PES 2009: Pro Evolution Soccer,PS3,Sports,Konami,Konami,7.Jul,2.Nov,0.11,0.4,Jan.34,0.26,11.11.2008,
NBA 2K11,X360,Sports,2K Sports,Visual Concepts,8.Aug,2.Nov,Jan.86,0.01,0.12,0.13,5.10.2010,
Scooby-Doo! Night of 100 Frights,PS2,Platform,THQ,Heavy Iron Studios,,2.Jan,Jan.17,,0.72,0.22,20.5.2002,
Battlefield 4,XOne,Shooter,Electronic Arts,EA DICE,,2.Sep,Jan.26,,0.65,0.19,22.11.2013,5.1.2018
Finding Nemo,PS2,Action,THQ,Traveller's Tales,,2.Sep,Jan.26,0.05,0.6,0.18,9.5.2003,
Madden NFL 15,X360,Sports,EA Sports,EA Tiburon,,2.Sep,1.Aug,,0.06,0.22,26.8.2014,4.1.2018
Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,Rockstar Games,Rockstar North,9,2.Sep,0.62,0.13,0.99,0.34,13.4.2010,
Need for Speed: Most Wanted 5-1-0,PSP,Racing,Electronic Arts,EA Black Box,7.Apr,2.Sep,Jan.77,0.02,0.13,0.17,15.11.2005,
Just Dance 2015,Wii,Music,Ubisoft,Ubisoft Paris,,2.Sep,1,,0.91,0.18,21.10.2014,3.4.2018
Tetris Worlds,PS2,Puzzle,THQ,Blue Planet Software,,2.Aug,1.Nov,,0.71,0.27,20.3.2002,
Metal Gear Solid: Peace Walker,PSP,Action,Konami,Kojima Productions,8.Jun,2.Aug,0.46,0.96,0.42,0.25,8.6.2010,
Rock Band,Wii,Misc,MTV Games,Harmonix Music Systems,8.Feb,2.Aug,Jan.33,,0.56,0.2,22.6.2008,
Sim Theme Park,PC,Strategy,Electronic Arts,Bullfrog Productions,8.Jan,2.Aug,2.Apr,,0.04,,31.10.1999,
Wipeout: The Game,Wii,Misc,Activision,Endemol,,2.Aug,Jan.94,,,0.14,22.6.2010,
Portal 2,X360,Shooter,Valve,Valve Software,9.Jun,2.Aug,Jan.41,0.01,0.49,0.17,19.4.2011,
UFC 2009 Undisputed,X360,Fighting,THQ,Yuke's Osaka,8.Apr,2.Jul,Jan.48,0,0.39,0.19,19.5.2009,
Spec Ops: Airborne Commando,PS,Shooter,Gotham Games,Big Grub,,2.Jul,Jan.54,,0.46,0.08,31.10.2002,
Dance Dance Revolution: Hottest Party,Wii,Simulation,Konami,Bemani,,2.Jul,Jan.35,,0.53,0.19,25.9.2007,
Rise of the Tomb Raider,PS4,Adventure,Square Enix,Crystal Dynamics,,2.Jul,0.61,0.05,1.Aug,0.32,11.10.2016,11.4.2018
The Sims 2: Pets,DS,Simulation,Electronic Arts,Maxis,4.Aug,2.Jul,0.92,,0.93,0.22,31.10.2006,
Call of Duty 2,X360,Shooter,Activision,Infinity Ward,8.Aug,2.Jun,Jan.84,0.01,0.04,0.16,17.11.2005,
R4: Ridge Racer Type 4,PS,Racing,Namco,Namco,9.Jan,2.Jun,0.68,0.79,0.46,0.13,4.5.1999,
The Incredibles,GBA,Action,THQ,Helixe,5.Apr,2.Jun,Jan.15,0.04,0.77,0.1,31.10.2004,
Toy Story 3: The Video Game,DS,Action,Disney Interactive Studios,Avalanche Software,,2.Jun,0.89,0.02,0.95,0.21,15.6.2010,
Hitman: Absolution,PS3,Action,Square Enix,IO Interactive,,2.Jun,0.59,0.07,1.Aug,0.32,20.11.2012,
Tom Clancy's Splinter Cell: Conviction,X360,Action,Ubisoft,Ubisoft Montreal,8.Jun,2.Jun,1.Feb,0.04,0.62,0.19,13.4.2010,
Need for Speed: Undercover,PS3,Racing,Electronic Arts,EA Vancouver,5.Sep,2.Jun,0.63,0.05,1.Jan,0.38,17.11.2008,
Famista '89 - Kaimaku Han!!,NES,Sports,Namco,Namco,,2.May,,2.May,,,28.7.1989,